ORGANIZATION_ID,REPORT_ID,ALLOCATION_ID,DETAIL_SEQ_NO,ACTUAL_SEQ_NO,AMOUNT_VOLUME,UNIT_VOLUME,VALUE_TYPE_VOLUME,METHOD_ID_VOLUME,AMOUNT_RATE,UNIT_RATE,VALUE_TYPE_RATE,METHOD_ID_RATE,START_DATE,END_DATE
AKDNR,2017,A2012-76,346,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-76,345,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-76,342,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-76,343,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-76,344,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-77,364,4,1018680,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-77,360,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-77,361,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-77,362,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-77,363,4,161280,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-77,364,5,782640,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-77,360,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-77,361,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-77,362,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-77,363,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-77,363,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-77,360,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-77,361,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-77,362,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-77,363,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-77,360,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-77,361,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-77,362,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-77,363,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-77,360,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-77,361,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-77,362,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-77,363,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-77,360,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-77,361,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-77,362,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-77,363,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-77,360,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-77,361,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-77,362,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-77,363,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-77,360,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-77,361,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-77,362,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-77,363,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-77,360,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-77,361,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-77,362,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-78,351,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-78,348,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-78,352,4,23800,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-78,349,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-78,350,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-78,351,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-78,348,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-78,352,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-78,349,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-78,350,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-78,351,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-78,348,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-78,352,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-78,349,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-78,350,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-78,351,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-78,348,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-78,352,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-78,349,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-78,350,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-78,351,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-78,348,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-78,352,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-78,349,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-78,350,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-78,351,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-78,348,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-78,352,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-78,349,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-78,350,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-78,351,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-78,348,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-78,352,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-78,349,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-78,350,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-78,351,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-78,348,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-78,352,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-78,349,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-78,350,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-78,351,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-78,348,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-78,352,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-78,349,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-78,350,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-78,351,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-78,348,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-78,352,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-78,349,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-78,350,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-78,351,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-78,348,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-78,352,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-78,349,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-78,350,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-78,351,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-78,348,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-78,352,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-78,349,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-78,350,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-78,351,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-78,348,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-78,352,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-78,349,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-78,350,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-78,351,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-78,348,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-78,352,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-78,349,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-78,350,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-78,351,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-78,348,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-78,352,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-78,349,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-78,350,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-78,351,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-78,348,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-78,352,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-78,349,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-78,350,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-78,351,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-78,348,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-78,352,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-78,349,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-78,350,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-78,351,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-78,348,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-78,352,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-78,349,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-78,350,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-79,366,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-79,366,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-79,366,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-79,366,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-79,366,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-79,366,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-79,366,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-79,366,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-79,366,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-79,366,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-79,366,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-79,366,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-79,366,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-79,366,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-79,366,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-79,366,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-79,366,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-79,366,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-82,370,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-82,368,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-82,369,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-82,371,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-82,372,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-82,370,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-82,368,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-82,369,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-82,371,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-82,372,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-82,370,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-82,368,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-82,369,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-82,371,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-82,372,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-82,370,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-82,368,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-82,369,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-82,371,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-82,372,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-82,370,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-82,368,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-82,369,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-82,371,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-82,372,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-82,370,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-82,368,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-82,369,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-82,371,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-82,372,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-82,370,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-82,368,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-82,369,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-82,371,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-82,372,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-82,370,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-82,368,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-82,369,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-82,371,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-82,372,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-82,370,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-82,368,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-82,369,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-82,371,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-82,372,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-82,370,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-82,368,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-82,369,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-82,371,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-82,372,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-82,370,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-82,368,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-82,369,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-82,371,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-82,372,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-82,370,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-82,368,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-82,369,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-82,371,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-82,372,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-82,370,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-82,368,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-82,369,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-82,371,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-82,372,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-82,370,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-82,368,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-82,369,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-82,371,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-82,372,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-82,370,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-82,368,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-82,369,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-82,371,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-82,372,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-82,370,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-82,368,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-82,369,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-82,371,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-82,372,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-82,370,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-82,368,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-82,369,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-82,371,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-82,372,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-82,370,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-82,368,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-82,369,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-82,371,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-82,372,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-83,377,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-83,375,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-83,378,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-83,374,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-83,376,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-83,377,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-83,375,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-83,378,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-83,374,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-83,376,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-83,377,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-83,375,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-83,378,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-83,374,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-83,376,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-83,377,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-83,375,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-83,378,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-83,374,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-83,376,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-83,377,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-83,375,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-83,378,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-83,374,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-83,376,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-83,377,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-83,375,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-83,378,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-83,374,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-83,376,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-83,377,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-83,375,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-83,378,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-83,374,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-83,376,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-83,377,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-83,375,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-83,378,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-83,374,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-83,376,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-83,377,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-83,375,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-83,378,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-83,374,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2016,A2012-83,376,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-83,377,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-83,375,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-83,378,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-83,374,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-83,376,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-83,377,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-83,375,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-83,378,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-83,374,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-83,376,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-83,377,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-83,375,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-83,378,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-83,374,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-83,376,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-83,377,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-83,375,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-83,378,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-83,374,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-83,376,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-83,377,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-83,375,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-83,378,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-83,374,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-83,376,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-83,377,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-83,375,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-83,378,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-83,374,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-83,376,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-83,377,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-83,375,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-83,378,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-83,374,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-83,376,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-83,377,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-83,375,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-83,378,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-83,374,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-83,376,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-83,377,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-83,375,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-83,378,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-83,374,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2017,A2012-83,376,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-94,380,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2012-94,380,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2016,A2012-94,380,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2016,A2012-94,380,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2016,A2012-94,380,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2016,A2012-94,380,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2012-94,380,10,0,1,2,1,,,,,10/01,10/31
AKDNR,2016,A2012-94,380,11,0,1,2,1,,,,,11/01,30/01
AKDNR,2016,A2012-94,380,12,0,1,2,1,,,,,12/01,12/31
AKDNR,2017,A2012-94,380,1,0,1,2,1,,,,,01/01,01/31
AKDNR,2017,A2012-94,380,2,0,1,2,1,,,,,02/01,02/28
AKDNR,2017,A2012-94,380,3,0,1,2,1,,,,,03/01,03/31
AKDNR,2017,A2012-94,380,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2017,A2012-94,380,5,0,1,2,1,,,,,05/01,05/31
AKDNR,2017,A2012-94,380,6,0,1,2,1,,,,,06/01,06/30
AKDNR,2017,A2012-94,380,7,0,1,2,1,,,,,07/01,07/31
AKDNR,2017,A2012-94,380,8,0,1,2,1,,,,,08/01,08/31
AKDNR,2017,A2012-94,380,9,0,1,2,1,,,,,09/01,09/30
AKDNR,2016,A2013-205,412,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2013-205,410,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2013-205,409,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2013-205,411,4,0,1,2,1,,,,,04/01,04/30
AKDNR,2016,A2013-205,413,4,0,1,2,1,,,,,04/01,04/30
